State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /5.00,Q. 2 /3.00,Q. 3 /4.00,Q. 4 /2.00,Q. 5 /4.00,Q. 6 /1.00,Q. 7 /1.00
Finished,4 October 2020  6:52 PM,4 October 2020  7:36 PM,43.9,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,2 October 2020  5:38 PM,2 October 2020  5:51 PM,13.0,15.00,5.00,3.00,4.00,2.00,0.00,0.00,1.00
Finished,4 October 2020  6:32 PM,4 October 2020  7:13 PM,40.25,18.89,3.89,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  8:00 PM,4 October 2020  8:31 PM,31.03,10.89,3.89,3.00,4.00,0.00,0.00,0.00,0.00
Finished,4 October 2020  9:44 PM,4 October 2020  11:10 PM,85.0,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  9:40 PM,4 October 2020  10:03 PM,23.23,16.00,5.00,3.00,4.00,2.00,0.00,1.00,1.00
Finished,4 October 2020  3:40 PM,4 October 2020  4:21 PM,41.45,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  7:11 PM,4 October 2020  8:12 PM,60.0,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  8:45 PM,4 October 2020  9:21 PM,35.98,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,2 October 2020  9:35 PM,2 October 2020  10:12 PM,36.18,19.44,4.44,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  10:45 AM,4 October 2020  11:09 AM,23.33,19.44,4.44,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  8:42 PM,4 October 2020  9:29 PM,47.5,9.11,1.11,3.00,4.00,0.00,0.00,0.00,1.00
Finished,5 October 2020  8:19 AM,5 October 2020  9:09 AM,49.87,16.00,5.00,3.00,4.00,2.00,0.00,1.00,1.00
Finished,5 October 2020  1:28 AM,5 October 2020  3:08 AM,100.0,12.00,5.00,3.00,4.00,-,0.00,0.00,0.00
Finished,3 October 2020  9:23 AM,3 October 2020  9:52 AM,29.3,19.44,4.44,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  5:34 PM,4 October 2020  6:13 PM,39.2,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,3 October 2020  12:41 PM,3 October 2020  12:56 PM,15.4,19.00,5.00,3.00,3.00,2.00,4.00,1.00,1.00
