State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /0.65,Q. 2 /5.16,Q. 3 /1.29,Q. 4 /3.87,Q. 5 /3.87,Q. 6 /2.58,Q. 7 /2.58
Finished,2 octobre 2021  8:36 ,2 octobre 2021  9:19 ,42.3,7.10,0.00,0.65,0.00,1.29,0.65,1.94,2.58
Finished,4 octobre 2021  12:09 ,4 octobre 2021  1:04 ,55.32,11.61,0.00,2.58,0.00,1.29,3.23,2.58,1.94
Finished,29 septembre 2021  7:22 ,29 septembre 2021  9:05 ,102.0,16.13,0.65,5.16,1.29,0.00,3.87,2.58,2.58
Finished,4 octobre 2021  8:46 ,4 octobre 2021  9:39 ,52.45,17.42,0.65,5.16,0.00,3.87,3.87,1.94,1.94
Finished,2 octobre 2021  11:38 ,2 octobre 2021  12:51 ,73.0,12.26,0.00,2.58,0.00,1.29,3.87,2.58,1.94
Finished,3 octobre 2021  12:32 ,3 octobre 2021  1:42 ,69.0,11.61,0.65,5.16,1.29,0.00,0.65,2.58,1.29
Finished,3 octobre 2021  11:30 ,4 octobre 2021  1:25 ,114.0,17.42,0.65,2.58,1.29,3.87,3.87,2.58,2.58
Finished,28 septembre 2021  11:08 ,28 septembre 2021  12:37 ,88.0,18.71,0.65,5.16,0.00,3.87,3.87,2.58,2.58
Finished,30 septembre 2021  3:35 ,30 septembre 2021  4:01 ,25.77,12.26,0.65,2.58,0.00,0.00,3.87,2.58,2.58
Finished,2 octobre 2021  4:23 ,2 octobre 2021  4:48 ,24.95,13.55,0.00,4.52,0.00,1.29,3.87,1.94,1.94
Finished,3 octobre 2021  8:58 ,3 octobre 2021  10:11 ,72.0,5.81,0.65,0.00,0.65,0.00,0.65,1.29,2.58
Finished,4 octobre 2021  12:12 ,4 octobre 2021  12:58 ,46.12,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,2 octobre 2021  5:36 ,2 octobre 2021  6:58 ,82.0,11.61,0.65,5.16,0.00,0.00,0.65,2.58,2.58
Finished,2 octobre 2021  6:16 ,2 octobre 2021  6:46 ,30.43,16.13,0.65,2.58,1.29,3.87,3.23,1.94,2.58
Finished,3 octobre 2021  6:37 ,3 octobre 2021  7:05 ,27.77,19.35,0.65,4.52,1.29,3.87,3.87,2.58,2.58
