State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /4.00,Q. 2 /1.00,Q. 3 /1.00,Q. 4 /8.00,Q. 5 /1.00,Q. 6 /1.00,Q. 7 /3.00,Q. 8 /1.00
Finished,6 December 2020  11:42 PM,7 December 2020  1:05 AM,1 hour 22 mins,16.00,4.00,1.00,1.00,8.00,1.00,0.00,0.00,1.00
Finished,6 December 2020  4:14 PM,6 December 2020  5:27 PM,1 hour 12 mins,7.00,4.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00
Finished,6 December 2020  10:27 PM,6 December 2020  11:05 PM,38 mins 41 secs,9.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
Finished,6 December 2020  8:15 PM,6 December 2020  9:45 PM,1 hour 30 mins,9.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
Finished,30 November 2020  2:02 PM,30 November 2020  3:28 PM,1 hour 25 mins,9.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
Finished,6 December 2020  8:40 PM,6 December 2020  9:41 PM,1 hour 1 min,5.00,3.00,0.00,0.00,-,1.00,0.00,0.00,1.00
Finished,6 December 2020  5:35 PM,6 December 2020  6:40 PM,1 hour 5 mins,8.00,3.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
Finished,4 December 2020  9:03 PM,4 December 2020  11:03 PM,1 hour 59 mins,16.00,4.00,1.00,1.00,8.00,1.00,0.00,0.00,1.00
Finished,30 November 2020  12:35 PM,30 November 2020  1:34 PM,59 mins 39 secs,9.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
Finished,6 December 2020  1:40 PM,6 December 2020  1:45 PM,4 mins 41 secs,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
Finished,7 December 2020  12:00 AM,7 December 2020  12:44 AM,44 mins 9 secs,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
Finished,7 December 2020  7:49 AM,7 December 2020  7:51 AM,2 mins 19 secs,8.00,3.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
Finished,7 December 2020  10:29 AM,7 December 2020  10:40 AM,11 mins 5 secs,4.00,0.00,1.00,1.00,-,0.00,1.00,0.00,1.00
Finished,30 November 2020  10:40 PM,1 December 2020  12:40 AM,1 hour 59 mins,9.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
Finished,6 December 2020  8:24 PM,6 December 2020  9:47 PM,1 hour 23 mins,8.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00
Finished,2 December 2020  5:35 PM,2 December 2020  6:32 PM,56 mins 58 secs,8.00,3.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
Finished,7 December 2020  3:05 AM,7 December 2020  4:02 AM,57 mins 3 secs,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
Finished,6 December 2020  3:30 PM,6 December 2020  4:14 PM,44 mins 2 secs,6.50,2.50,1.00,1.00,0.00,1.00,0.00,0.00,1.00
Finished,6 December 2020  2:21 PM,6 December 2020  2:29 PM,8 mins 19 secs,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
Finished,6 December 2020  10:55 PM,7 December 2020  12:14 AM,1 hour 19 mins,9.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
Finished,5 December 2020  1:29 PM,5 December 2020  1:44 PM,15 mins 37 secs,6.00,2.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00
Finished,6 December 2020  6:52 PM,6 December 2020  6:54 PM,1 min 36 secs,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
Finished,6 December 2020  4:37 PM,6 December 2020  6:00 PM,1 hour 22 mins,6.00,4.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
Finished,6 December 2020  6:01 PM,6 December 2020  7:14 PM,1 hour 13 mins,3.50,0.50,1.00,1.00,0.00,0.00,1.00,0.00,0.00
Finished,7 December 2020  2:56 AM,7 December 2020  3:02 AM,6 mins 10 secs,9.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
Finished,6 December 2020  11:45 PM,7 December 2020  12:05 AM,20 mins 12 secs,4.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00
Finished,6 December 2020  2:18 PM,6 December 2020  3:09 PM,50 mins 39 secs,6.00,2.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00
Finished,6 December 2020  11:34 PM,7 December 2020  12:28 AM,53 mins 46 secs,9.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
Finished,6 December 2020  11:59 PM,7 December 2020  12:52 AM,52 mins 31 secs,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
Finished,7 December 2020  12:16 AM,7 December 2020  1:12 AM,56 mins 8 secs,7.00,4.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00
Finished,5 December 2020  11:45 AM,5 December 2020  12:44 PM,59 mins 34 secs,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
Finished,5 December 2020  11:41 AM,5 December 2020  12:44 PM,1 hour 3 mins,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
Finished,6 December 2020  12:05 PM,6 December 2020  1:45 PM,1 hour 39 mins,7.00,3.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00
Finished,7 December 2020  7:35 AM,7 December 2020  7:55 AM,20 mins 31 secs,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
Finished,7 December 2020  4:11 AM,7 December 2020  5:19 AM,1 hour 7 mins,6.00,4.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00
Finished,5 December 2020  9:37 AM,5 December 2020  10:20 AM,42 mins 29 secs,6.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
Finished,6 December 2020  11:16 AM,6 December 2020  12:52 PM,1 hour 36 mins,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
