State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /3.53,Q. 2 /2.94,Q. 3 /0.59,Q. 4 /0.59,Q. 5 /7.06,Q. 6 /1.18,Q. 7 /2.35,Q. 8 /1.76
Finished,27 September 2020  8:52 PM,27 September 2020  10:15 PM,82,17.06,1.76,2.94,0.59,0.00,7.06,1.18,2.35,1.18
Finished,22 September 2020  9:14 PM,22 September 2020  10:16 PM,62,5.29,1.76,2.94,0.00,0.00,-,0.59,-,-
Finished,27 September 2020  10:43 PM,28 September 2020  12:11 AM,88,19.41,3.53,2.94,0.59,0.59,7.06,1.18,2.35,1.18
Finished,21 September 2020  9:14 PM,21 September 2020  11:13 PM,118,8.82,0.59,-,0.59,0.00,7.06,0.00,0.59,0.00
Finished,27 September 2020  11:34 PM,28 September 2020  12:14 AM,40,14.12,0.59,0.59,0.59,0.59,7.06,1.18,2.35,1.18
Finished,27 September 2020  4:49 PM,27 September 2020  6:19 PM,90,14.12,3.53,2.94,0.59,0.00,3.53,1.18,1.76,0.59
Finished,27 September 2020  3:52 PM,27 September 2020  5:48 PM,115,15.29,1.76,2.94,0.59,0.00,7.06,1.18,1.18,0.59
Finished,27 September 2020  4:14 PM,27 September 2020  5:38 PM,83,16.47,2.94,2.35,0.00,0.00,7.06,1.18,1.76,1.18
Finished,24 September 2020  2:44 PM,24 September 2020  4:37 PM,112,18.82,3.53,2.94,0.59,0.00,7.06,1.18,2.35,1.18
Finished,22 September 2020  3:28 PM,22 September 2020  4:46 PM,78,15.29,1.18,1.76,0.59,0.59,7.06,1.18,2.35,0.59
